source_text,plagiarized_text,label
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 12.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 12.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 12.,The Amazon is famous for its rich variety of species. Alternative 12.,1
Thomas Edison invented the phonograph. Variation 12.,The phonograph was invented by Thomas Edison. Alternative 12.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 12.,A good source of potassium and energy is found in bananas. Alternative 12.,1
A day on Mars lasts approximately 24.6 hours. Variation 12.,Mars has a day length of about 24.6 hours. Alternative 12.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 12.",NASA's 1969 mission marked the first human landing on the moon. Alternative 12.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 12.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 12.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 12.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 12.",1
The Statue of Liberty was a gift from France to the United States. Variation 12.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 12.,1
The Sahara Desert is the largest hot desert in the world. Variation 12.,The biggest hot desert on Earth is the Sahara. Alternative 12.,1
The human body has 206 bones. Variation 12.,There are 206 bones in the human skeletal system. Alternative 12.,1
William Shakespeare was an English playwright and poet. Variation 12.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 12.",1
The Wright brothers built and flew the first successful airplane. Variation 12.,The first powered flight was achieved by the Wright brothers. Alternative 12.,1
The capital of Japan is Tokyo. Variation 12.,Tokyo is the capital city of Japan. Alternative 12.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 12.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 12.",0
The internet has revolutionized global communication. Variation 12.,The way people communicate globally has changed due to the internet. Alternative 12.,0
The human brain controls all bodily functions. Variation 12.,Bodily functions are regulated by the human brain. Alternative 12.,0
Gold is a highly valuable and conductive metal. Variation 12.,A highly conductive and valuable metal is gold. Alternative 12.,0
Renewable energy sources help reduce carbon emissions. Variation 12.,Using renewable sources lowers carbon footprints. Alternative 12.,0
Mathematics is the foundation of many scientific disciplines. Variation 12.,Many sciences are based on mathematics. Alternative 12.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 12.,Maintaining health involves diet and exercise. Alternative 12.,0
Jupiter is the largest planet in our solar system. Variation 12.,The biggest planet in the solar system is Jupiter. Alternative 12.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 12.","Proteins, carbs, and fats make up a balanced diet. Alternative 12.",0
Venus is the hottest planet in the solar system. Variation 12.,The highest temperatures in the solar system are found on Venus. Alternative 12.,0
Neil Armstrong was the first person to walk on the Moon. Variation 12.,The first human to step onto the Moon was Neil Armstrong. Alternative 12.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 12.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 12.",0
The Milky Way is the galaxy that contains our Solar System. Variation 12.,Our Solar System is within the Milky Way galaxy. Alternative 12.,0
The square root of 144 is 12. Variation 12.,Twelve is the square root of one hundred forty-four. Alternative 12.,0
Oxygen is essential for human survival. Variation 12.,Humans need oxygen to survive. Alternative 12.,0
DNA carries genetic information in living organisms. Variation 12.,The genetic code in organisms is stored in DNA. Alternative 12.,0
The speed of sound varies depending on the medium it travels through. Variation 12.,Sound's speed changes with the medium it moves through. Alternative 12.,0
The United Nations was founded in 1945 to promote international peace. Variation 12.,International peace efforts led to the founding of the UN in 1945. Alternative 12.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 12.",Light bends and splits in raindrops to create rainbows. Alternative 12.,0
The Great Wall of China was built to protect against invasions. Variation 13.,China's Great Wall was constructed to defend against invasions. Alternative 13.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 13.,Green plants use sunlight to create their food through photosynthesis. Alternative 13.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 13.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 13.,1
Albert Einstein developed the theory of relativity. Variation 13.,The theory of relativity was formulated by Albert Einstein. Alternative 13.,1
The Pacific Ocean is the largest ocean on Earth. Variation 13.,Earth's biggest ocean is the Pacific. Alternative 13.,1
Electricity is essential for modern life. Variation 13.,"In today's world, electricity is a necessity. Alternative 13.",1
Mount Everest is the highest mountain in the world. Variation 13.,The tallest mountain on the planet is Mount Everest. Alternative 13.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 13.,Objects are pulled toward Earth's center due to gravity. Alternative 13.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 13.,The principles of motion and gravity were established by Newton. Alternative 13.,1
Leonardo da Vinci painted the Mona Lisa. Variation 13.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 13.,1
The Eiffel Tower is a famous landmark in Paris. Variation 13.,Paris is home to the well-known Eiffel Tower. Alternative 13.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 13.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 13.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 13.,The Amazon is famous for its rich variety of species. Alternative 13.,1
Thomas Edison invented the phonograph. Variation 13.,The phonograph was invented by Thomas Edison. Alternative 13.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 13.,A good source of potassium and energy is found in bananas. Alternative 13.,1
A day on Mars lasts approximately 24.6 hours. Variation 13.,Mars has a day length of about 24.6 hours. Alternative 13.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 13.",NASA's 1969 mission marked the first human landing on the moon. Alternative 13.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 13.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 13.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 13.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 13.",1
The Statue of Liberty was a gift from France to the United States. Variation 13.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 13.,1
The Sahara Desert is the largest hot desert in the world. Variation 13.,The biggest hot desert on Earth is the Sahara. Alternative 13.,1
The human body has 206 bones. Variation 13.,There are 206 bones in the human skeletal system. Alternative 13.,1
William Shakespeare was an English playwright and poet. Variation 13.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 13.",1
The Wright brothers built and flew the first successful airplane. Variation 13.,The first powered flight was achieved by the Wright brothers. Alternative 13.,1
The capital of Japan is Tokyo. Variation 13.,Tokyo is the capital city of Japan. Alternative 13.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 13.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 13.",0
The internet has revolutionized global communication. Variation 13.,The way people communicate globally has changed due to the internet. Alternative 13.,0
The human brain controls all bodily functions. Variation 13.,Bodily functions are regulated by the human brain. Alternative 13.,0
Gold is a highly valuable and conductive metal. Variation 13.,A highly conductive and valuable metal is gold. Alternative 13.,0
Renewable energy sources help reduce carbon emissions. Variation 13.,Using renewable sources lowers carbon footprints. Alternative 13.,0
Mathematics is the foundation of many scientific disciplines. Variation 13.,Many sciences are based on mathematics. Alternative 13.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 13.,Maintaining health involves diet and exercise. Alternative 13.,0
Jupiter is the largest planet in our solar system. Variation 13.,The biggest planet in the solar system is Jupiter. Alternative 13.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 13.","Proteins, carbs, and fats make up a balanced diet. Alternative 13.",0
Venus is the hottest planet in the solar system. Variation 13.,The highest temperatures in the solar system are found on Venus. Alternative 13.,0
Neil Armstrong was the first person to walk on the Moon. Variation 13.,The first human to step onto the Moon was Neil Armstrong. Alternative 13.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 13.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 13.",0
The Milky Way is the galaxy that contains our Solar System. Variation 13.,Our Solar System is within the Milky Way galaxy. Alternative 13.,0
The square root of 144 is 12. Variation 13.,Twelve is the square root of one hundred forty-four. Alternative 13.,0
Oxygen is essential for human survival. Variation 13.,Humans need oxygen to survive. Alternative 13.,0
DNA carries genetic information in living organisms. Variation 13.,The genetic code in organisms is stored in DNA. Alternative 13.,0
The speed of sound varies depending on the medium it travels through. Variation 13.,Sound's speed changes with the medium it moves through. Alternative 13.,0
The United Nations was founded in 1945 to promote international peace. Variation 13.,International peace efforts led to the founding of the UN in 1945. Alternative 13.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 13.",Light bends and splits in raindrops to create rainbows. Alternative 13.,0
The Great Wall of China was built to protect against invasions. Variation 14.,China's Great Wall was constructed to defend against invasions. Alternative 14.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 14.,Green plants use sunlight to create their food through photosynthesis. Alternative 14.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 14.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 14.,1
Albert Einstein developed the theory of relativity. Variation 14.,The theory of relativity was formulated by Albert Einstein. Alternative 14.,1
The Pacific Ocean is the largest ocean on Earth. Variation 14.,Earth's biggest ocean is the Pacific. Alternative 14.,1
Electricity is essential for modern life. Variation 14.,"In today's world, electricity is a necessity. Alternative 14.",1
Mount Everest is the highest mountain in the world. Variation 14.,The tallest mountain on the planet is Mount Everest. Alternative 14.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 14.,Objects are pulled toward Earth's center due to gravity. Alternative 14.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 14.,The principles of motion and gravity were established by Newton. Alternative 14.,1
Leonardo da Vinci painted the Mona Lisa. Variation 14.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 14.,1
The Eiffel Tower is a famous landmark in Paris. Variation 14.,Paris is home to the well-known Eiffel Tower. Alternative 14.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 14.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 14.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 14.,The Amazon is famous for its rich variety of species. Alternative 14.,1
Thomas Edison invented the phonograph. Variation 14.,The phonograph was invented by Thomas Edison. Alternative 14.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 14.,A good source of potassium and energy is found in bananas. Alternative 14.,1
A day on Mars lasts approximately 24.6 hours. Variation 14.,Mars has a day length of about 24.6 hours. Alternative 14.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 14.",NASA's 1969 mission marked the first human landing on the moon. Alternative 14.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 14.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 14.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 14.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 14.",1
The Statue of Liberty was a gift from France to the United States. Variation 14.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 14.,1
The Sahara Desert is the largest hot desert in the world. Variation 14.,The biggest hot desert on Earth is the Sahara. Alternative 14.,1
The human body has 206 bones. Variation 14.,There are 206 bones in the human skeletal system. Alternative 14.,1
William Shakespeare was an English playwright and poet. Variation 14.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 14.",1
The Wright brothers built and flew the first successful airplane. Variation 14.,The first powered flight was achieved by the Wright brothers. Alternative 14.,1
The capital of Japan is Tokyo. Variation 14.,Tokyo is the capital city of Japan. Alternative 14.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 14.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 14.",0
The internet has revolutionized global communication. Variation 14.,The way people communicate globally has changed due to the internet. Alternative 14.,0
The human brain controls all bodily functions. Variation 14.,Bodily functions are regulated by the human brain. Alternative 14.,0
Gold is a highly valuable and conductive metal. Variation 14.,A highly conductive and valuable metal is gold. Alternative 14.,0
Renewable energy sources help reduce carbon emissions. Variation 14.,Using renewable sources lowers carbon footprints. Alternative 14.,0
Mathematics is the foundation of many scientific disciplines. Variation 14.,Many sciences are based on mathematics. Alternative 14.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 14.,Maintaining health involves diet and exercise. Alternative 14.,0
Jupiter is the largest planet in our solar system. Variation 14.,The biggest planet in the solar system is Jupiter. Alternative 14.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 14.","Proteins, carbs, and fats make up a balanced diet. Alternative 14.",0
Venus is the hottest planet in the solar system. Variation 14.,The highest temperatures in the solar system are found on Venus. Alternative 14.,0
Neil Armstrong was the first person to walk on the Moon. Variation 14.,The first human to step onto the Moon was Neil Armstrong. Alternative 14.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 14.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 14.",0
The Milky Way is the galaxy that contains our Solar System. Variation 14.,Our Solar System is within the Milky Way galaxy. Alternative 14.,0
The square root of 144 is 12. Variation 14.,Twelve is the square root of one hundred forty-four. Alternative 14.,0
Oxygen is essential for human survival. Variation 14.,Humans need oxygen to survive. Alternative 14.,0
DNA carries genetic information in living organisms. Variation 14.,The genetic code in organisms is stored in DNA. Alternative 14.,0
The speed of sound varies depending on the medium it travels through. Variation 14.,Sound's speed changes with the medium it moves through. Alternative 14.,0
The United Nations was founded in 1945 to promote international peace. Variation 14.,International peace efforts led to the founding of the UN in 1945. Alternative 14.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 14.",Light bends and splits in raindrops to create rainbows. Alternative 14.,0
The Great Wall of China was built to protect against invasions. Variation 15.,China's Great Wall was constructed to defend against invasions. Alternative 15.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 15.,Green plants use sunlight to create their food through photosynthesis. Alternative 15.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 15.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 15.,1
Albert Einstein developed the theory of relativity. Variation 15.,The theory of relativity was formulated by Albert Einstein. Alternative 15.,1
The Pacific Ocean is the largest ocean on Earth. Variation 15.,Earth's biggest ocean is the Pacific. Alternative 15.,1
Electricity is essential for modern life. Variation 15.,"In today's world, electricity is a necessity. Alternative 15.",1
Mount Everest is the highest mountain in the world. Variation 15.,The tallest mountain on the planet is Mount Everest. Alternative 15.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 15.,Objects are pulled toward Earth's center due to gravity. Alternative 15.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 15.,The principles of motion and gravity were established by Newton. Alternative 15.,1
Leonardo da Vinci painted the Mona Lisa. Variation 15.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 15.,1
The Eiffel Tower is a famous landmark in Paris. Variation 15.,Paris is home to the well-known Eiffel Tower. Alternative 15.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 15.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 15.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 15.,The Amazon is famous for its rich variety of species. Alternative 15.,1
Thomas Edison invented the phonograph. Variation 15.,The phonograph was invented by Thomas Edison. Alternative 15.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 15.,A good source of potassium and energy is found in bananas. Alternative 15.,1
A day on Mars lasts approximately 24.6 hours. Variation 15.,Mars has a day length of about 24.6 hours. Alternative 15.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 15.",NASA's 1969 mission marked the first human landing on the moon. Alternative 15.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 15.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 15.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 15.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 15.",1
The Statue of Liberty was a gift from France to the United States. Variation 15.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 15.,1
The Sahara Desert is the largest hot desert in the world. Variation 15.,The biggest hot desert on Earth is the Sahara. Alternative 15.,1
The human body has 206 bones. Variation 15.,There are 206 bones in the human skeletal system. Alternative 15.,1
William Shakespeare was an English playwright and poet. Variation 15.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 15.",1
The Wright brothers built and flew the first successful airplane. Variation 15.,The first powered flight was achieved by the Wright brothers. Alternative 15.,1
The capital of Japan is Tokyo. Variation 15.,Tokyo is the capital city of Japan. Alternative 15.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 15.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 15.",0
The internet has revolutionized global communication. Variation 15.,The way people communicate globally has changed due to the internet. Alternative 15.,0
The human brain controls all bodily functions. Variation 15.,Bodily functions are regulated by the human brain. Alternative 15.,0
Gold is a highly valuable and conductive metal. Variation 15.,A highly conductive and valuable metal is gold. Alternative 15.,0
Renewable energy sources help reduce carbon emissions. Variation 15.,Using renewable sources lowers carbon footprints. Alternative 15.,0
Mathematics is the foundation of many scientific disciplines. Variation 15.,Many sciences are based on mathematics. Alternative 15.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 15.,Maintaining health involves diet and exercise. Alternative 15.,0
Jupiter is the largest planet in our solar system. Variation 15.,The biggest planet in the solar system is Jupiter. Alternative 15.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 15.","Proteins, carbs, and fats make up a balanced diet. Alternative 15.",0
Venus is the hottest planet in the solar system. Variation 15.,The highest temperatures in the solar system are found on Venus. Alternative 15.,0
Neil Armstrong was the first person to walk on the Moon. Variation 15.,The first human to step onto the Moon was Neil Armstrong. Alternative 15.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 15.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 15.",0
The Milky Way is the galaxy that contains our Solar System. Variation 15.,Our Solar System is within the Milky Way galaxy. Alternative 15.,0
The square root of 144 is 12. Variation 15.,Twelve is the square root of one hundred forty-four. Alternative 15.,0
Oxygen is essential for human survival. Variation 15.,Humans need oxygen to survive. Alternative 15.,0
DNA carries genetic information in living organisms. Variation 15.,The genetic code in organisms is stored in DNA. Alternative 15.,0
The speed of sound varies depending on the medium it travels through. Variation 15.,Sound's speed changes with the medium it moves through. Alternative 15.,0
The United Nations was founded in 1945 to promote international peace. Variation 15.,International peace efforts led to the founding of the UN in 1945. Alternative 15.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 15.",Light bends and splits in raindrops to create rainbows. Alternative 15.,0
The Great Wall of China was built to protect against invasions. Variation 16.,China's Great Wall was constructed to defend against invasions. Alternative 16.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 16.,Green plants use sunlight to create their food through photosynthesis. Alternative 16.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 16.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 16.,1
Albert Einstein developed the theory of relativity. Variation 16.,The theory of relativity was formulated by Albert Einstein. Alternative 16.,1
The Pacific Ocean is the largest ocean on Earth. Variation 16.,Earth's biggest ocean is the Pacific. Alternative 16.,1
Electricity is essential for modern life. Variation 16.,"In today's world, electricity is a necessity. Alternative 16.",1
Mount Everest is the highest mountain in the world. Variation 16.,The tallest mountain on the planet is Mount Everest. Alternative 16.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 16.,Objects are pulled toward Earth's center due to gravity. Alternative 16.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 16.,The principles of motion and gravity were established by Newton. Alternative 16.,1
Leonardo da Vinci painted the Mona Lisa. Variation 16.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 16.,1
The Eiffel Tower is a famous landmark in Paris. Variation 16.,Paris is home to the well-known Eiffel Tower. Alternative 16.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 16.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 16.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 16.,The Amazon is famous for its rich variety of species. Alternative 16.,1
Thomas Edison invented the phonograph. Variation 16.,The phonograph was invented by Thomas Edison. Alternative 16.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 16.,A good source of potassium and energy is found in bananas. Alternative 16.,1
A day on Mars lasts approximately 24.6 hours. Variation 16.,Mars has a day length of about 24.6 hours. Alternative 16.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 16.",NASA's 1969 mission marked the first human landing on the moon. Alternative 16.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 16.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 16.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 16.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 16.",1
The Statue of Liberty was a gift from France to the United States. Variation 16.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 16.,1
The Sahara Desert is the largest hot desert in the world. Variation 16.,The biggest hot desert on Earth is the Sahara. Alternative 16.,1
The human body has 206 bones. Variation 16.,There are 206 bones in the human skeletal system. Alternative 16.,1
William Shakespeare was an English playwright and poet. Variation 16.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 16.",1
The Wright brothers built and flew the first successful airplane. Variation 16.,The first powered flight was achieved by the Wright brothers. Alternative 16.,1
The capital of Japan is Tokyo. Variation 16.,Tokyo is the capital city of Japan. Alternative 16.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 16.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 16.",0
The internet has revolutionized global communication. Variation 16.,The way people communicate globally has changed due to the internet. Alternative 16.,0
The human brain controls all bodily functions. Variation 16.,Bodily functions are regulated by the human brain. Alternative 16.,0
Gold is a highly valuable and conductive metal. Variation 16.,A highly conductive and valuable metal is gold. Alternative 16.,0
Renewable energy sources help reduce carbon emissions. Variation 16.,Using renewable sources lowers carbon footprints. Alternative 16.,0
Mathematics is the foundation of many scientific disciplines. Variation 16.,Many sciences are based on mathematics. Alternative 16.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 16.,Maintaining health involves diet and exercise. Alternative 16.,0
Jupiter is the largest planet in our solar system. Variation 16.,The biggest planet in the solar system is Jupiter. Alternative 16.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 16.","Proteins, carbs, and fats make up a balanced diet. Alternative 16.",0
Venus is the hottest planet in the solar system. Variation 16.,The highest temperatures in the solar system are found on Venus. Alternative 16.,0
Neil Armstrong was the first person to walk on the Moon. Variation 16.,The first human to step onto the Moon was Neil Armstrong. Alternative 16.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 16.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 16.",0
The Milky Way is the galaxy that contains our Solar System. Variation 16.,Our Solar System is within the Milky Way galaxy. Alternative 16.,0
The square root of 144 is 12. Variation 16.,Twelve is the square root of one hundred forty-four. Alternative 16.,0
Oxygen is essential for human survival. Variation 16.,Humans need oxygen to survive. Alternative 16.,0
DNA carries genetic information in living organisms. Variation 16.,The genetic code in organisms is stored in DNA. Alternative 16.,0
The speed of sound varies depending on the medium it travels through. Variation 16.,Sound's speed changes with the medium it moves through. Alternative 16.,0
The United Nations was founded in 1945 to promote international peace. Variation 16.,International peace efforts led to the founding of the UN in 1945. Alternative 16.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 16.",Light bends and splits in raindrops to create rainbows. Alternative 16.,0
The Great Wall of China was built to protect against invasions. Variation 17.,China's Great Wall was constructed to defend against invasions. Alternative 17.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 17.,Green plants use sunlight to create their food through photosynthesis. Alternative 17.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 17.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 17.,1
Albert Einstein developed the theory of relativity. Variation 17.,The theory of relativity was formulated by Albert Einstein. Alternative 17.,1
The Pacific Ocean is the largest ocean on Earth. Variation 17.,Earth's biggest ocean is the Pacific. Alternative 17.,1
Electricity is essential for modern life. Variation 17.,"In today's world, electricity is a necessity. Alternative 17.",1
Mount Everest is the highest mountain in the world. Variation 17.,The tallest mountain on the planet is Mount Everest. Alternative 17.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 17.,Objects are pulled toward Earth's center due to gravity. Alternative 17.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 17.,The principles of motion and gravity were established by Newton. Alternative 17.,1
Leonardo da Vinci painted the Mona Lisa. Variation 17.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 17.,1
The Eiffel Tower is a famous landmark in Paris. Variation 17.,Paris is home to the well-known Eiffel Tower. Alternative 17.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 17.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 17.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 17.,The Amazon is famous for its rich variety of species. Alternative 17.,1
Thomas Edison invented the phonograph. Variation 17.,The phonograph was invented by Thomas Edison. Alternative 17.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 17.,A good source of potassium and energy is found in bananas. Alternative 17.,1
A day on Mars lasts approximately 24.6 hours. Variation 17.,Mars has a day length of about 24.6 hours. Alternative 17.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 17.",NASA's 1969 mission marked the first human landing on the moon. Alternative 17.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 17.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 17.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 17.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 17.",1
The Statue of Liberty was a gift from France to the United States. Variation 17.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 17.,1
The Sahara Desert is the largest hot desert in the world. Variation 17.,The biggest hot desert on Earth is the Sahara. Alternative 17.,1
The human body has 206 bones. Variation 17.,There are 206 bones in the human skeletal system. Alternative 17.,1
William Shakespeare was an English playwright and poet. Variation 17.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 17.",1
The Wright brothers built and flew the first successful airplane. Variation 17.,The first powered flight was achieved by the Wright brothers. Alternative 17.,1
The capital of Japan is Tokyo. Variation 17.,Tokyo is the capital city of Japan. Alternative 17.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 17.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 17.",0
The internet has revolutionized global communication. Variation 17.,The way people communicate globally has changed due to the internet. Alternative 17.,0
The human brain controls all bodily functions. Variation 17.,Bodily functions are regulated by the human brain. Alternative 17.,0
Gold is a highly valuable and conductive metal. Variation 17.,A highly conductive and valuable metal is gold. Alternative 17.,0
Renewable energy sources help reduce carbon emissions. Variation 17.,Using renewable sources lowers carbon footprints. Alternative 17.,0
Mathematics is the foundation of many scientific disciplines. Variation 17.,Many sciences are based on mathematics. Alternative 17.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 17.,Maintaining health involves diet and exercise. Alternative 17.,0
Jupiter is the largest planet in our solar system. Variation 17.,The biggest planet in the solar system is Jupiter. Alternative 17.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 17.","Proteins, carbs, and fats make up a balanced diet. Alternative 17.",0
Venus is the hottest planet in the solar system. Variation 17.,The highest temperatures in the solar system are found on Venus. Alternative 17.,0
Neil Armstrong was the first person to walk on the Moon. Variation 17.,The first human to step onto the Moon was Neil Armstrong. Alternative 17.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 17.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 17.",0
The Milky Way is the galaxy that contains our Solar System. Variation 17.,Our Solar System is within the Milky Way galaxy. Alternative 17.,0
The square root of 144 is 12. Variation 17.,Twelve is the square root of one hundred forty-four. Alternative 17.,0
